"국가",2009.1/4,2009.2/4,2009.3/4,2009.4/4,2010.1/4,2010.2/4,2010.3/4,2010.4/4,2011.1/4,2011.2/4,2011.3/4,2011.4/4,2012.1/4,2012.2/4,2012.3/4,2012.4/4,2013.1/4,2013.2/4,2013.3/4,2013.4/4,2014.1/4,2014.2/4,2014.3/4,2014.4/4,2015.1/4,2015.2/4,2015.3/4,2015.4/4,2016.1/4,2016.2/4,2016.3/4,2016.4/4,2017.1/4,2017.2/4,2017.3/4,2017.4/4,2018.1/4,2018.2/4,2018.3/4,2018.4/4,2019.1/4,2023,2024,2025
"대한민국",2.000,2.000,2.000,2.000,2.000,2.000,2.250,2.500,3.000,3.250,3.250,3.250,3.250,3.250,3.000,2.750,2.750,2.500,2.500,2.500,2.500,2.500,2.250,2.000,1.750,1.500,1.500,1.500,1.500,1.250,1.250,1.250,1.250,1.250,1.250,1.500,1.500,1.500,1.500,1.750,1.750,3.500,3.313,2.563
